domain	intent	pattern	bio
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go mikołaj i dodaj numer 530 802 333 jako komórkowy	o o o o o o b-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go dziadek mariusz i nadaj mu numer +48 86 948 31 18	o o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go rudolf fogiel i nadaj mu numer 86 572 50 57	o o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go beniamin i nadaj mu numer 703 814 586	o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go anna pawłowski i nadaj mu numer 605 785 882	o o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go adolf żurek i nadaj mu numer 29 308 21 95	o o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go ewelina gawroński i nadaj mu numer 55 469 53 16	o o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go izabella i nadaj mu numer 532 595 430 jako stacjonarny	o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go marzena chruszczewski i nadaj mu numer 740 480 288 jako domowy	o o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go helena i nadaj mu numer 32 650 16 80 jako pracowy	o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go wincenty i nadaj mu numer 76 167 80 76 jako komórkowy	o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go sergiusz i nadaj mu numer 52 379 53 96 jako stacjonarny	o o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go roman małecki i nadaj mu numer 74 701 35 49 jako domowy	o o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go denis z numerem 43 840 68 58	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go małpa z numerem 95 570 97 83	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go mariusz z numerem 77 154 88 35	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go krzysztof z numerem 32 690 16 73	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go kacper chruszczewski z numerem 699 586 473	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go iga z numerem 799 374 547	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go kazimierz wysocki z numerem 676 109 338 jako pracowy	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go mirosław z numerem 708 177 549 jako komórkowy	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go marlena z numerem 754 848 368 jako stacjonarny	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go babcia ola z numerem 788 113 832 jako domowy	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go kochanie z numerem 91 254 68 55 jako pracowy	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go tadeusz z numerem 621 899 932 jako komórkowy	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go amelia o numerze 83 891 43 85	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go róża dobrucki o numerze 769 502 652	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go celina o numerze 63 138 90 13	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go ludwik przybysz o numerze 17 434 74 11	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go alfreda o numerze 517 585 804	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go longin potok o numerze 735 472 479	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go klaudiusz borkowski o numerze 83 626 83 45 jako stacjonarny	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go cecylia o numerze 657 423 522 jako domowy	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go aniela o numerze 48 125 51 73 jako pracowy	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go jacek chruszczewski o numerze 84 566 27 74 jako komórkowy	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go alfreda czech o numerze 664 648 803 jako stacjonarny	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go norbert o numerze 62 749 65 75 jako domowy	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go małgorzata o numerze +48 71 220 64 97	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go mariusz mazur o numerze 44 277 62 21	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go wiktor o numerze 779 569 656	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go grzegorz o numerze 753 254 110	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go tata o numerze +48 762 199 931	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go marta o numerze 77 506 85 14	o o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt i nazwij go joachim kwiecień o numerze 630 524 494 jako pracowy	o o o o o o b-name i-name o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy józef i dodaj numer 59 412 82 18	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy jakub lange i dodaj numer 85 362 58 41	o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy oskar kozłowski i dodaj numer 75 711 10 23	o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy babcia ewelina i dodaj numer 611 270 741	o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy edward i dodaj numer +48 503 716 931	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy skarb i dodaj numer 510 625 281	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy seweryn fogiel i dodaj numer 533 404 340 jako komórkowy	o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy dziadek eugeniusz i dodaj numer 56 406 63 54 jako stacjonarny	o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy waldemar i dodaj numer 760 752 300 jako domowy	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy aneta szewczyk i dodaj numer 17 895 34 59 jako pracowy	o o o o o b-name i-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy rozalia i dodaj numer 41 627 10 58 jako komórkowy	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy maja i dodaj numer 59 859 38 74 jako stacjonarny	o o o o o b-name o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy kuba wesołowski i nadaj mu numer 765 638 868	o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy olga i nadaj mu numer 22 655 80 10	o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy brunon szulc i nadaj mu numer 666 150 131	o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy marzenna pasternak i nadaj mu numer +48 649 910 623	o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy mama i nadaj mu numer 564 354 710	o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy lidia szymański i nadaj mu numer 557 191 862	o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy mirosława lewicki i nadaj mu numer 34 835 72 14 jako domowy	o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy mania i nadaj mu numer 44 220 85 51 jako pracowy	o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy laura wiśniewski i nadaj mu numer 689 752 703 jako komórkowy	o o o o o b-name i-name o o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy anatol i nadaj mu numer 85 253 23 29 jako stacjonarny	o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy bolesław i nadaj mu numer 22 651 42 59 jako domowy	o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy krystian i nadaj mu numer 752 970 507 jako pracowy	o o o o o b-name o o o o b-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy fryderyk o numerze 67 884 26 57	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy rudolf o numerze +48 755 575 726	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy sandra o numerze 779 115 922	o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy kazimierz o numerze 62 777 53 17	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy marzena o numerze 83 722 70 59	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy borys o numerze 644 897 395	o o o o o b-name o o b-phone_number i-phone_number i-phone_number
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy otylia o numerze +48 706 305 805 jako komórkowy	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
Contacts	ShowContactWithNameAndWithNumberAndWithType	utwórz nowy kontakt, używając nazwy adela o numerze 33 237 15 44 jako stacjonarny	o o o o o b-name o o b-phone_number i-phone_number i-phone_number i-phone_number o b-phone_type
